DunsNumber,TradeName,State,Officer,Title,Area,Phone,HQDuns,HQTradeName,HQOfficer,HQTitle,Latitude,Emp90,Emp14,Emp15,EmpC15,EmpHere,EmpHereC,SIC2,SIC8_2,SIC8_3,SIC8_4,SIC8_5,SIC90,Industry,IndustryGroup,OutofBis,YearStart,SalesHereC,SalesGrowth,MoveYears,MoveSIC4,OriginCity,OriginState,OriginZIP,DestCity,DestState,MoveEmp,EmpC,MoveSales,LegalStat,GenderCEO,WomenOwned,FirstYear,LastYear,CBSA_First,PayDex2,PayDex3,PayDex4,PayDex5,PayDex6,PayDex7,PayDex8,PayDex9,PayDex10,PayDex11,PayDex12,PayDex13,PayDex14,PayDex15,PayDex16,PayDex17,PayDex18,PayDex19,PayDex20,PayDex21,F1,F2,F3,F4,F5,F6,F7,F8,DnB1,DnB2,DnB3,DnB5,DnB6,DnB7,DnB8,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
172115388.0,0.0,9.0,1097.0,19.0,70.0,301.0,172115388.0,0.0,1108.0,20.0,28.8144,1.0,1.25,1.5,0.5,1.0,0.0,72.0,66980026.25,71942654.75,43285105.0,59837508.25,72310000.0,90.0,18.0,0.0,0.0,3.0,1.0,30.0,7342.0,89.75,26.5,60345.5,101.25,26.25,12.25,0.5,250835.75,0.0,3.0,0.0,1989.0,2001.0,36740.0,79.5,79.0,78.5,78.0,74.25,67.25,78.5,74.25,74.0,60.0,76.5,71.5,79.75,70.75,79.5,74.25,79.75,63.25,73.5,67.75,30319.0,28819.5,28819.5,28819.5,20784.5,20784.5,20784.5,20784.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,1.5,1.5,1.5,2.25,2.25,2.25,2.25,2.25,2.25,2.75
803630334.0,0.0,1.0,0.0,19.5,4.0,1329.0,803630334.0,0.0,0.0,19.5,34.8161,2.25,1.5,1.5,0.0,3.0,2.0,17.0,49760301.75,51175100.25,44950126.5,59837508.25,26795102.0,795.0,221.0,0.0,0.0,3.0,2.0,32.75,3004.75,96.25,26.75,74056.25,142.75,27.75,2.0,0.0,218350.0,0.0,0.0,0.0,1993.0,1994.0,22520.0,76.0,63.0,73.75,64.75,72.75,64.5,72.5,64.25,74.0,66.75,79.75,76.25,79.25,78.5,77.75,73.5,73.25,69.25,75.0,68.5,38079.0,40510.75,40510.75,40510.75,40510.75,40510.75,29099.5,29099.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,2.25,2.25,2.25,2.25,2.25
619279706.0,0.0,35.0,1281.0,26.0,14.0,394.0,619279706.0,0.0,1285.0,26.0,41.7243,4.25,4.0,3.75,1.0,3.0,0.0,79.0,72990105.0,63557576.0,44950126.5,59837508.25,78505130.25,328.0,142.0,0.0,0.0,3.0,1.0,47.25,7727.25,73.75,8.5,45134.5,64.5,11.5,3.75,1.5,325000.0,0.0,0.0,0.0,1992.0,1997.0,17460.0,78.25,74.0,78.0,76.75,72.75,69.25,63.75,58.25,70.75,59.75,73.5,64.25,61.0,55.25,64.25,56.75,74.25,69.0,74.25,70.5,8789.5,25105.5,11311.5,11311.5,11311.5,11840.5,15559.5,15559.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
964581581.0,0.0,14.0,1462.0,30.0,142.0,1007.0,964581581.0,0.0,1464.0,29.0,42.2428,1.25,99.0,99.0,0.0,99.0,0.0,61.0,72545049.75,48982626.0,44950126.5,59837508.25,66540200.5,611.0,167.0,0.0,68.0,2.0,1.0,58.0,6162.0,80.0,11.0,60048.0,176.0,12.0,99.0,0.0,9400000.0,3.0,3.0,0.0,1996.0,2015.0,29404.0,80.0,80.0,80.0,79.0,80.0,79.0,79.75,72.5,79.0,74.0,80.0,75.0,80.0,79.0,80.0,80.0,80.0,76.0,72.5,67.5,17097.0,17097.0,17097.0,17097.0,17097.0,17097.0,17097.0,17097.0,25.0,24.0,22.0,19.0,16.0,20.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
163099112.0,155.0,10.0,1969.0,26.0,0.0,0.0,163099112.0,151.0,1969.0,26.0,32.618,3.0,3.0,3.0,0.0,3.0,0.0,72.0,73435025.75,75745054.75,41862605.0,59837508.25,72410000.0,84.0,17.0,0.0,59.0,3.0,1.0,28.75,7419.0,100.5,20.25,60844.25,132.75,20.0,5.25,0.5,148350.0,0.0,3.0,0.0,1989.0,2015.0,47580.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,73.75,66.5,79.75,70.75,79.5,75.75,79.75,71.5,74.25,71.5,13153.0,13153.0,13153.0,13153.0,13153.0,13153.0,13153.0,13153.0,22.0,21.0,19.0,16.0,13.0,12.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
6709671.0,0.0,10.0,1090.0,15.0,148.0,446.0,6709671.0,0.0,1100.0,15.0,34.22,3.25,7.0,7.0,3.0,7.0,3.0,82.0,79820375.5,56432951.5,62270006.25,59837508.25,68705631.0,503.0,66.0,0.0,79.0,3.0,1.0,37.75,7619.0,53.25,8.0,80270.0,58.0,8.25,2.5,2.25,157500.0,0.0,0.0,0.0,2007.0,2015.0,12060.0,79.0,61.5,76.5,68.5,76.0,62.0,73.5,60.0,80.0,79.5,68.25,63.0,68.25,62.0,80.0,79.75,80.0,75.75,77.0,65.75,21879.0,21879.0,21879.0,21879.0,23116.5,25828.0,28830.0,28830.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
147910983.0,0.0,3.0,0.0,0.0,0.0,0.0,147910983.0,0.0,0.0,0.0,33.3234,7.0,1.25,5.25,0.75,2.0,2.0,73.0,72362575.25,75745054.75,41862605.0,59837508.25,70847476.0,122.0,153.0,0.0,0.0,3.0,1.0,30.25,6930.75,137.75,19.75,34682.5,107.0,20.75,3.75,0.0,370075.0,0.0,0.0,0.0,2004.0,2009.0,38060.0,77.25,68.5,76.5,67.75,52.25,48.0,66.75,59.75,76.75,64.0,73.75,64.25,76.75,66.75,72.0,66.0,79.25,66.5,72.75,53.75,16579.0,27113.0,27113.0,25357.0,34100.5,26866.5,26866.5,26866.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,3.0,3.0,1.5,2.25,2.25,2.25,2.25,2.25,2.25
807011437.0,0.0,22.0,0.0,0.0,0.0,0.0,807011437.0,0.0,0.0,0.0,45.1624,1.75,4.75,4.75,1.5,2.0,0.0,55.0,63395278.0,51175100.25,39232530.5,59837508.25,63385227.0,66.0,244.0,0.0,0.0,3.0,4.0,21.5,6275.5,82.0,18.25,56118.75,92.25,19.25,2.0,1.5,99500.0,0.0,0.0,0.0,2000.0,2009.0,10980.0,64.0,38.0,76.5,75.5,78.75,78.25,67.0,67.0,68.0,66.75,80.0,79.25,64.25,63.75,80.0,61.0,77.0,73.25,76.5,72.25,38579.0,38579.0,38579.0,31593.0,25073.5,36080.5,36080.5,43585.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,2.25,2.25,2.0,2.0,2.5,2.5
61666015.0,0.0,44.0,25.0,31.0,0.0,0.0,61666015.0,0.0,25.0,30.0,29.5447,6.25,2.0,2.0,0.0,2.0,0.0,47.0,64100426.25,49862854.75,34317580.25,59837508.25,46747525.75,901.0,164.0,0.0,83.0,3.0,1.0,31.5,5270.75,106.0,33.75,41697.0,96.5,34.75,19.25,0.5,545650.0,0.0,2.0,0.0,2011.0,2015.0,26420.0,72.5,70.0,72.25,68.5,79.0,65.0,76.75,73.5,77.5,74.0,75.0,62.0,78.75,70.75,75.75,71.25,78.0,70.0,69.5,54.5,21540.0,21540.0,21540.0,21540.0,21540.0,21540.0,23822.5,23822.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,0.75,0.75,0.75,1.5,2.25,1.5,1.75,2.5,1.75,2.0
80342587.0,317.0,22.0,1295.0,30.0,132.0,890.0,80342587.0,290.0,1298.0,29.0,45.3166,6.0,4.25,4.25,0.0,6.0,0.0,54.0,54210200.0,59210101.0,41862605.0,59837508.25,54119905.0,416.0,94.0,0.0,48.0,0.0,2.0,33.5,5995.0,82.5,29.0,77646.5,121.0,29.75,13.5,1.0,533750.0,3.0,0.0,0.0,1989.0,1991.0,26999.0,77.25,75.5,78.25,75.25,79.75,74.75,78.0,74.75,76.5,73.25,79.75,75.75,71.25,65.25,74.25,72.0,76.5,75.5,78.25,72.5,26029.0,33265.5,33265.5,33265.5,33265.5,33265.5,33265.5,33265.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,0.0,2.25,2.25,2.25,2.25,2.25,1.75,1.75,2.25,2.5
26459607.0,0.0,40.0,639.0,26.0,65.0,382.0,26459607.0,0.0,649.0,26.0,41.8611,40.75,3.0,3.0,0.5,3.0,0.0,50.0,53262601.0,55740201.25,51817580.25,59837508.25,59517451.25,497.0,155.0,9.0,0.0,3.0,2.0,49.25,6217.5,138.5,22.75,39469.75,121.75,26.0,2.75,2.0,252500.0,0.0,2.0,1.0,2001.0,2003.0,39300.0,81.0,75.25,79.75,74.5,80.75,73.25,81.5,77.75,81.5,78.75,75.5,72.25,79.75,74.0,78.75,69.75,71.0,68.75,73.25,68.25,32568.5,32568.5,42316.5,46574.5,40324.0,39851.5,37102.0,37102.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,1.0,1.75,2.25,1.5,2.25,2.25,2.25,2.25,3.0,3.0
172330060.0,0.0,43.0,1330.0,19.0,80.0,108.0,627870819.0,0.0,72.0,8.0,36.5444,30.0,3.25,3.25,2.5,10.0,0.0,28.0,34790200.0,53592576.75,46192506.25,59837508.25,28939902.0,411.0,154.0,0.0,0.0,3.0,2.0,16.5,5300.0,77.0,26.75,63100.75,73.0,27.5,6.75,0.0,206600.0,3.0,3.0,0.0,1989.0,2004.0,28700.0,79.0,77.0,78.0,72.0,77.0,59.0,75.0,62.0,77.0,66.0,77.0,71.0,74.0,58.0,70.0,58.0,73.0,64.0,75.0,71.0,47163.0,47163.0,47163.0,20810.0,31360.0,28344.5,23582.0,23641.5,28.0,29.25,28.0,20.5,17.0,16.0,11.0,3.0,3.0,3.0,2.25,2.25,2.25,3.0,3.0,3.0,3.0
4187261.0,0.0,27.0,191.0,30.0,234.0,1595.0,4187261.0,0.0,188.0,29.0,35.8901,1.5,15.0,15.0,0.0,15.0,0.0,86.0,79690151.5,56432951.5,46192506.25,59837508.25,79598125.5,448.0,36.0,0.0,67.0,3.0,1.0,47.25,7541.5,58.75,9.25,65028.25,59.5,9.75,1.75,2.25,94750.0,4.0,3.0,0.0,1995.0,2015.0,39580.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,79.75,68.25,63.0,68.25,62.0,80.0,79.75,80.0,75.75,77.0,65.75,37183.0,37183.0,37183.0,37183.0,37183.0,37183.0,37183.0,37183.0,28.0,27.0,23.0,20.0,17.0,16.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
808889828.0,163.0,40.0,1125.0,26.0,65.0,1280.0,808889828.0,158.0,1139.0,26.0,41.8685,4.75,5.25,5.25,0.0,2.0,0.0,81.0,82287850.75,51175100.25,44950126.5,59837508.25,80387500.25,392.0,118.0,0.0,0.0,3.0,2.0,21.5,7928.5,153.0,17.5,65037.75,150.0,18.5,4.75,0.75,300900.0,0.0,0.0,0.0,1994.0,1996.0,39300.0,79.0,78.75,80.0,76.0,78.5,74.5,66.5,66.25,67.0,63.5,76.5,74.75,77.75,68.75,77.25,74.75,74.75,70.0,78.0,69.0,24049.0,24049.0,24049.0,12286.0,12286.0,12286.0,20066.0,21575.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
39930353.0,0.0,44.0,0.0,0.0,12.0,332.0,39930353.0,0.0,0.0,0.0,32.9998,10.25,3.0,3.0,3.0,3.0,3.0,59.0,52390000.0,59135001.0,47970131.25,59837508.25,58910151.25,399.0,163.0,0.0,85.0,3.0,2.0,24.5,5980.25,93.75,21.5,70657.0,94.25,22.5,4.5,0.5,294823.5,0.0,0.0,0.0,2013.0,2015.0,19124.0,79.25,78.0,81.5,80.25,80.0,78.0,82.0,74.25,78.5,77.75,77.0,73.5,79.75,75.75,80.0,62.0,76.25,75.0,72.5,65.0,33831.0,33831.0,33831.0,33831.0,24304.0,24304.0,24304.0,24304.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,2.75,2.75,2.75
155209872.0,0.0,15.0,768.0,0.0,176.0,346.0,155209872.0,0.0,779.0,0.0,40.1963,4.0,3.25,4.75,0.5,3.0,0.0,59.0,66085501.25,60865031.25,41862605.0,59837508.25,59412481.75,398.0,163.0,0.0,71.0,3.0,2.0,20.5,5643.0,80.0,14.75,43584.0,47.75,15.5,2.75,0.5,184515.25,1.0,0.0,0.0,1999.0,2001.0,18820.0,80.0,65.75,79.75,77.5,79.75,76.75,80.75,64.25,69.25,63.5,74.75,67.25,77.5,76.25,78.75,76.75,80.25,70.0,74.5,64.25,20550.5,14816.0,14816.0,13062.0,13062.0,13062.0,13062.0,13062.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,3.0,3.0,3.0,3.0,2.5,2.25,2.25,2.25,2.25
27103627.0,0.0,45.0,0.0,0.0,0.0,0.0,27103627.0,0.0,0.0,0.0,40.5537,6.75,2.75,2.75,1.0,1.0,2.0,24.0,9575176.25,33082501.0,54197580.25,59837508.25,21575227.0,594.0,141.0,0.0,81.0,3.0,2.0,34.0,3744.5,72.75,19.75,58284.25,107.25,22.75,3.0,1.0,415895.25,0.0,0.0,0.0,2009.0,2011.0,41620.0,80.0,74.0,80.0,79.75,80.0,79.25,80.0,77.0,67.5,64.0,82.0,78.0,81.0,75.25,81.75,75.75,82.25,76.0,83.25,74.75,18057.5,18057.5,18057.5,27822.5,27822.5,24822.5,24822.5,24822.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0
41540401.0,0.0,14.0,0.0,0.0,45.0,1153.0,41540401.0,0.0,0.0,0.0,41.8959,75.75,1.0,1.0,1.5,3.0,2.0,86.0,66242550.5,71725025.0,47970131.25,59837508.25,79389982.75,953.0,36.0,0.0,82.0,3.0,2.0,31.75,8453.0,109.25,9.25,53859.25,101.0,10.0,3.75,0.75,292325.0,0.0,0.0,0.0,2010.0,2013.0,16974.0,76.0,60.25,76.25,66.5,78.75,74.5,79.0,74.25,79.0,71.5,78.25,76.5,77.75,75.5,78.25,73.0,80.0,73.75,78.0,75.0,22297.5,12046.0,12046.0,12046.0,19043.0,19043.0,11072.0,13083.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
131756822.0,0.0,4.0,105.0,30.0,99.0,571.0,131756822.0,0.0,109.0,29.0,37.6126,14.25,2.5,2.25,0.75,1.0,0.0,87.0,79312550.75,75745054.75,41862605.0,59837508.25,78533001.25,126.0,130.0,0.0,75.0,3.0,4.0,24.0,7895.0,83.0,21.0,53748.75,107.25,21.75,17.5,0.75,549400.0,0.0,3.0,0.0,2003.0,2012.0,36084.0,79.0,67.0,79.0,79.0,51.5,47.25,67.25,50.75,68.5,62.75,74.25,55.5,72.0,58.0,71.0,63.75,79.75,55.0,77.5,43.5,24623.5,23016.5,6001.0,6001.0,6001.0,6001.0,6001.0,6001.0,30.0,30.0,23.5,16.0,13.0,12.0,7.0,2.25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
