DunsNumber,TradeName,State,Officer,Title,Area,Phone,HQDuns,HQTradeName,HQOfficer,HQTitle,Latitude,Emp90,Emp14,Emp15,EmpC15,EmpHere,EmpHereC,SIC2,SIC8_2,SIC8_3,SIC8_4,SIC8_5,SIC90,Industry,IndustryGroup,OutofBis,YearStart,SalesHereC,SalesGrowth,MoveYears,MoveSIC4,OriginCity,OriginState,OriginZIP,DestCity,DestState,MoveEmp,EmpC,MoveSales,LegalStat,GenderCEO,WomenOwned,FirstYear,LastYear,CBSA_First,PayDex2,PayDex3,PayDex4,PayDex5,PayDex6,PayDex7,PayDex8,PayDex9,PayDex10,PayDex11,PayDex12,PayDex13,PayDex14,PayDex15,PayDex16,PayDex17,PayDex18,PayDex19,PayDex20,PayDex21,F1,F2,F3,F4,F5,F6,F7,F8,DnB1,DnB2,DnB3,DnB5,DnB6,DnB7,DnB8,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
4455602.0,0.0,10.0,326.0,31.0,0.0,0.0,4455602.0,0.0,322.0,30.0,32.9539,7.5,2.5,2.5,0.5,2.0,2.0,8.0,22547501.0,29734976.0,45095101.25,59837508.25,15017527.25,360.0,78.0,0.0,82.0,3.0,2.0,23.25,1888.5,64.0,20.0,59007.75,65.5,22.5,9.5,0.0,1017070.25,0.0,3.0,0.0,2010.0,2012.0,13999.0,48.25,41.75,52.75,48.0,59.25,54.75,52.0,45.25,73.25,63.5,81.75,78.0,78.25,74.75,79.25,76.75,80.75,74.25,80.75,75.5,35023.5,35023.5,38296.5,38320.5,38320.5,38320.5,38320.5,38320.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,2.75,2.75,2.75
177321213.0,300.0,3.0,651.0,30.0,0.0,0.0,177321213.0,279.0,662.0,29.0,33.6271,9.0,3.0,3.0,0.75,8.0,0.0,25.0,24340000.0,31830151.75,43285105.0,59837508.25,25410201.0,135.0,190.0,0.0,59.0,3.0,4.0,17.0,2541.0,153.0,2.0,85268.0,158.0,2.0,5.0,0.0,180000.0,3.0,3.0,0.0,1989.0,2009.0,38060.0,37.0,33.0,55.75,35.75,57.0,36.75,64.5,54.5,73.75,68.0,78.0,61.0,78.0,78.0,81.5,79.5,82.0,71.25,80.5,72.5,22073.0,22073.0,25571.0,25571.0,25571.0,37307.0,34311.5,34311.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,0.75,1.5,1.5,2.25,2.25,2.25,2.25,2.25,2.25,2.25
800893252.0,0.0,36.0,0.0,0.0,68.0,631.0,800893252.0,0.0,0.0,0.0,34.9156,1.75,5.0,5.0,1.5,2.0,2.0,55.0,57870378.25,51175100.25,44950126.5,59837508.25,63385227.0,68.0,12.0,0.0,79.0,3.0,2.0,22.5,6002.5,75.75,23.5,58796.75,92.75,24.5,2.0,0.75,104600.0,0.0,0.0,0.0,2007.0,2009.0,36420.0,75.0,72.5,75.5,63.0,78.75,77.75,79.5,79.5,80.0,79.25,78.25,77.5,80.0,79.5,80.0,79.0,77.0,71.5,78.25,74.5,31360.5,31360.5,31360.5,31593.0,17294.0,26839.0,26839.0,39353.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,1.5,1.5,1.5,2.0,2.5,2.5
790535269.0,134.0,4.0,75.0,27.0,244.0,744.0,790535269.0,130.0,76.0,27.0,33.7957,3.25,3.0,7.25,0.5,3.0,0.0,73.0,63665076.0,51175100.25,44950126.5,59837508.25,75545050.5,275.0,153.0,0.0,78.0,0.0,2.0,23.5,8057.0,89.0,21.5,63955.75,57.5,22.25,4.5,1.25,258175.0,2.0,3.0,0.0,2006.0,2014.0,40140.0,80.0,79.0,72.5,66.75,72.5,66.75,79.75,71.25,79.75,77.5,77.0,76.25,76.25,71.5,75.25,70.5,76.0,73.25,78.25,74.5,13527.0,13524.0,16533.0,17289.0,17289.0,17289.0,17289.0,17289.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,2.25,3.0,3.0,3.0,3.0,2.75,2.75,2.75,2.75
17228660.0,0.0,49.0,646.0,31.0,160.0,819.0,17228660.0,0.0,658.0,30.0,45.9069,3.5,2.0,2.0,2.0,2.0,2.0,73.0,64999927.0,55312551.5,69545056.5,59837508.25,70010326.0,124.0,153.0,0.0,82.0,3.0,2.0,41.0,7466.5,98.0,3.0,92818.75,130.75,12.75,2.5,2.25,165375.0,0.0,2.0,0.0,2010.0,2015.0,27020.0,80.0,67.5,74.25,74.25,73.25,54.5,69.5,65.0,80.0,79.75,80.0,78.75,68.0,60.75,80.0,79.0,80.0,75.5,77.0,74.5,41079.0,41079.0,41079.0,41079.0,41079.0,31800.5,38635.0,26639.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,3.0,3.0,3.0,3.0,3.0,2.75,2.75,3.0,3.0
610209764.0,0.0,31.0,1084.0,31.0,0.0,0.0,610209764.0,0.0,1094.0,30.0,40.0987,7.0,4.5,1.5,0.5,2.0,0.0,17.0,54452575.5,51107576.0,44950126.5,59837508.25,37692451.25,285.0,131.0,0.0,0.0,3.0,2.0,28.0,5243.75,45.5,28.75,33090.0,59.75,23.75,3.0,1.0,294375.0,0.0,2.0,0.0,2006.0,2009.0,35614.0,68.0,67.5,68.0,57.25,67.5,57.25,68.75,63.25,70.25,66.75,74.25,67.75,68.0,65.0,74.0,65.0,75.25,70.0,74.25,73.25,30557.5,25781.0,25781.0,34310.5,34310.5,34310.5,34310.5,34310.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
797887825.0,0.0,15.0,322.0,26.0,50.0,939.0,797887825.0,0.0,318.0,26.0,39.9816,1.75,3.0,3.0,0.5,12.0,0.0,80.0,80095076.0,51175100.25,44950126.5,59837508.25,78830126.0,483.0,180.0,0.0,63.0,3.0,2.0,42.25,7500.0,88.0,26.75,66843.75,100.25,27.75,1.75,0.5,115000.0,0.0,3.0,0.0,1991.0,2001.0,26900.0,79.75,78.0,78.0,78.0,71.25,68.75,79.75,72.0,80.0,77.75,80.0,79.5,79.0,76.25,77.25,74.25,75.0,72.25,78.0,69.0,21556.5,21556.5,18057.0,18057.0,18057.0,18057.0,18057.0,21556.5,17.25,17.0,16.25,16.0,13.0,12.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
11056805.0,0.0,6.0,0.0,0.0,3.0,1084.0,11056805.0,0.0,0.0,0.0,41.2822,9.25,1.5,1.75,0.5,1.0,2.0,76.0,61402752.0,49680475.5,60442577.5,59837508.25,75107826.5,544.0,162.0,0.0,0.0,3.0,2.0,33.25,7557.5,85.0,3.25,89539.5,119.5,13.0,2.25,1.75,132625.0,0.0,0.0,0.0,2008.0,2009.0,35300.0,57.25,52.25,57.0,49.25,58.5,50.0,59.25,45.25,76.5,63.0,68.25,63.5,68.25,62.0,80.0,79.25,80.0,75.75,77.0,65.75,37069.0,37069.0,37069.0,37069.0,37069.0,31575.0,31549.5,31549.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,1.5,2.25,2.25,1.5,1.5,2.25,2.25,2.25,3.0,3.0
80932937.0,0.0,47.0,0.0,0.0,0.0,0.0,80932937.0,0.0,0.0,0.0,44.0664,3.25,11.75,5.75,2.0,1.0,2.0,15.0,47432530.25,46392579.0,27042530.0,59837508.25,16164950.75,833.0,216.0,0.0,0.0,3.0,2.0,33.75,3674.25,105.75,15.5,81604.25,106.75,16.0,4.5,1.0,214600.0,0.0,0.0,0.0,2002.0,2005.0,17200.0,60.5,53.5,79.25,72.75,61.25,54.25,61.25,59.0,80.75,65.0,70.0,57.0,78.5,75.75,74.5,68.5,74.75,67.75,77.25,68.0,14075.0,14075.0,14075.0,14075.0,14075.0,10805.5,18577.5,18577.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,2.25,2.25,2.25,2.25,1.75,2.25,2.0,2.25,3.0
949500789.0,0.0,15.0,1672.0,30.0,176.0,421.0,949500789.0,0.0,1676.0,29.0,40.0176,1.75,3.5,3.5,1.5,40.0,0.0,41.0,61402477.25,48982626.0,44950126.5,59837508.25,53547855.0,23.0,124.0,0.0,0.0,3.0,2.0,36.25,5332.25,55.25,14.5,67702.5,70.75,15.25,4.25,2.0,310675.0,0.0,0.0,0.0,1996.0,1998.0,18820.0,78.5,78.0,78.5,75.25,74.75,70.0,77.25,69.5,77.75,76.0,77.75,72.25,71.75,68.75,71.75,68.5,71.0,66.0,72.5,67.5,39600.0,39600.0,39600.0,39600.0,36360.0,32864.5,26614.0,17822.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.25,2.25,3.0
9124744.0,0.0,4.0,324.0,30.0,77.0,1830.0,9124744.0,0.0,320.0,29.0,37.391,52.0,5.75,5.75,0.0,70.0,0.0,50.0,24310000.0,24310000.0,45095101.25,59837508.25,50310301.0,274.0,126.0,0.0,11.0,3.0,1.0,43.0,5109.25,89.75,18.0,52893.0,96.0,8.25,3.5,1.0,380000.0,3.0,0.0,0.0,1989.0,1992.0,41940.0,62.0,53.0,48.0,39.0,77.0,74.75,79.0,77.0,79.25,75.5,77.75,69.5,74.0,68.5,77.5,71.75,78.75,75.75,80.0,69.25,6085.0,6085.0,30586.0,19601.0,26849.5,26849.5,26849.5,32086.5,12.0,10.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
22273480.0,0.0,4.0,184.0,31.0,0.0,0.0,22273480.0,0.0,182.0,30.0,33.775,4.25,2.5,2.5,1.0,2.0,2.0,61.0,55587526.25,55740201.25,51817580.25,59837508.25,58455128.75,611.0,167.0,0.0,82.0,3.0,2.0,51.5,6217.5,127.0,19.5,63025.0,120.75,22.5,2.75,2.0,247500.0,0.0,3.0,0.0,2010.0,2011.0,11244.0,58.75,57.75,71.5,64.0,80.0,73.25,80.5,78.0,78.0,73.75,77.75,73.0,76.75,69.5,79.0,69.75,76.25,72.5,77.5,74.0,34797.0,30049.5,30049.5,30049.5,37555.5,40585.0,40585.0,21040.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,1.5,2.25,2.25,2.25,2.25,2.25,2.25,3.0,3.0,3.0
834274938.0,0.0,34.0,1073.0,30.0,48.0,101.0,834274938.0,0.0,1082.0,29.0,43.3535,3.25,5.25,5.25,0.5,10.0,0.0,52.0,68977800.75,64325176.0,44950126.5,59837508.25,58250100.25,550.0,127.0,0.0,62.0,3.0,4.0,24.5,6009.75,88.75,17.25,51547.0,118.5,18.0,3.75,1.75,607500.0,3.0,3.0,0.0,1990.0,2012.0,46540.0,80.0,80.0,80.0,80.0,60.5,59.25,77.0,73.5,79.5,76.0,78.0,58.0,62.75,60.25,79.25,59.75,78.75,78.25,76.0,70.5,36065.0,36065.0,36065.0,36065.0,36065.0,36065.0,36065.0,36065.0,22.0,21.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
19268054.0,0.0,9.0,1364.0,31.0,70.0,376.0,19268054.0,0.0,1363.0,30.0,28.455,3.75,2.5,2.5,2.0,2.0,2.0,65.0,64412475.75,47532726.0,51817580.25,59837508.25,62025102.5,759.0,207.0,0.0,82.0,3.0,2.0,44.25,6762.0,126.75,10.75,79971.75,147.0,13.5,3.5,2.25,278750.0,0.0,3.0,0.0,2010.0,2012.0,36740.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,78.75,79.5,76.0,79.25,76.25,77.0,69.25,79.0,70.75,79.25,76.75,78.25,74.0,32807.5,28315.5,28315.5,23814.0,26828.0,37347.0,21840.0,10067.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,1.5,2.25,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0
849087390.0,0.0,27.0,0.0,0.0,226.0,1785.0,849087390.0,0.0,0.0,0.0,34.7603,2.25,3.75,1.5,1.5,3.0,3.0,42.0,54930376.0,63552626.0,44950126.5,59837508.25,53725052.0,607.0,242.0,0.0,0.0,3.0,1.0,31.0,6254.25,129.5,25.5,48140.25,94.25,26.5,3.5,1.5,557500.0,0.0,0.0,0.0,1994.0,2002.0,27340.0,77.5,75.75,66.0,63.25,79.25,77.25,79.25,78.0,79.75,78.0,79.5,77.75,78.5,76.25,79.25,76.25,78.75,76.25,78.5,73.75,24054.5,24054.5,24054.5,24054.5,37649.0,37649.0,37649.0,37649.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,2.25,2.25,2.25,3.0,3.0,2.75,2.75,2.75,2.75
13793887.0,0.0,4.0,912.0,12.0,138.0,1181.0,13793887.0,0.0,921.0,12.0,33.9929,7.25,1.0,1.0,0.0,1.0,0.0,87.0,81072776.75,58382975.5,60442577.5,59837508.25,78062801.25,126.0,130.0,0.0,85.0,3.0,2.0,37.0,7727.5,82.75,8.5,71866.0,128.5,8.75,2.25,1.75,147000.0,0.0,3.0,0.0,2013.0,2015.0,31084.0,78.5,65.5,71.75,67.0,71.5,59.5,58.75,44.0,76.5,63.25,68.25,63.5,68.25,62.0,80.0,79.0,80.0,75.5,77.0,65.75,30833.0,30833.0,30833.0,30833.0,30833.0,29066.5,33563.0,24304.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,2.25,2.25,2.25,3.0,3.0,3.0,3.0
14223233.0,0.0,7.0,544.0,20.0,23.0,1299.0,14223233.0,0.0,550.0,21.0,38.9037,7.0,2.0,2.0,0.0,2.0,0.0,87.0,72880250.75,57730500.5,58422557.25,59837508.25,76267750.5,556.0,130.0,0.0,79.0,0.0,2.0,37.0,7727.5,82.75,8.5,71866.0,128.5,8.75,2.25,1.75,147000.0,2.0,3.0,0.0,2007.0,2015.0,47894.0,60.0,55.0,53.25,48.25,71.5,64.5,73.5,59.75,76.5,63.0,68.25,63.0,68.25,62.0,80.0,79.0,80.0,75.5,77.0,65.75,26086.0,26086.0,26086.0,26086.0,26086.0,36572.0,33563.0,33294.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,3.0,3.0,2.25,2.25,3.0,3.0,3.0,3.0,3.0
110450504.0,0.0,37.0,241.0,26.0,109.0,937.0,110450504.0,0.0,241.0,26.0,43.5699,2.0,2.0,2.0,1.25,4.0,0.0,34.0,53710125.25,49727553.75,41862605.0,59837508.25,40544979.75,754.0,71.0,0.0,70.0,3.0,1.0,14.0,3147.5,110.25,18.25,29035.0,86.25,18.5,4.0,0.0,246025.0,1.0,0.0,0.0,1998.0,2002.0,41999.0,78.5,75.5,77.5,71.25,78.5,69.75,80.0,66.75,80.0,78.75,79.25,73.25,79.75,79.5,79.0,69.25,73.25,62.0,80.25,65.25,19094.5,19094.5,19094.5,19094.5,19094.5,19094.5,19094.5,19094.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,2.25,2.25,3.0,2.25,2.25,2.25,2.0,2.75,2.0
109860155.0,0.0,36.0,1668.0,30.0,68.0,793.0,109860155.0,0.0,1672.0,29.0,35.5138,4.0,4.0,4.0,0.0,4.0,0.0,80.0,65550025.5,75680053.5,41862605.0,59837508.25,80110000.0,848.0,180.0,0.0,50.0,3.0,4.0,31.75,7908.0,44.75,17.0,45648.25,42.5,18.0,9.75,0.5,659575.0,3.0,0.0,0.0,1989.0,2015.0,36420.0,80.0,63.0,66.0,61.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,78.0,80.0,79.0,80.0,75.0,83.0,74.0,71.0,70.0,40109.0,40109.0,40109.0,40109.0,40109.0,40109.0,40109.0,26040.25,0.0,21.0,19.0,16.0,13.0,12.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,2.75,2.75
844042569.0,0.0,1.0,1492.0,26.0,25.0,580.0,844042569.0,0.0,1493.0,26.0,30.6941,3.0,2.0,2.0,1.5,2.0,0.0,81.0,75322499.75,63552626.0,44950126.5,59837508.25,81110000.0,529.0,118.0,0.0,11.0,3.0,4.0,35.75,7170.25,122.5,31.5,42166.0,87.0,32.5,5.5,1.5,255000.0,2.0,0.0,0.0,1989.0,2003.0,33660.0,75.25,75.25,79.0,78.0,79.0,78.0,78.25,75.0,77.0,75.0,77.25,75.25,79.0,74.75,80.0,68.5,75.25,68.0,74.5,65.75,12057.5,12057.5,12057.5,12057.5,22082.25,19596.75,19604.5,35617.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
142114805.0,0.0,9.0,58.0,31.0,214.0,553.0,142114805.0,0.0,57.0,30.0,28.2965,2.0,1.75,1.75,0.0,2.0,2.0,17.0,10890077.5,28655127.25,41862605.0,59837508.25,4907525.25,846.0,151.0,0.0,75.0,3.0,2.0,21.75,2369.0,120.25,13.25,41818.0,92.0,12.25,11.0,0.0,1535128.25,0.0,3.0,0.0,2003.0,2005.0,29460.0,72.5,56.75,76.5,63.25,76.5,63.25,77.5,67.0,73.25,69.75,76.25,71.0,79.5,70.0,79.0,74.5,78.25,62.0,80.5,72.5,35783.5,32797.5,32554.5,32554.5,32554.5,32554.5,32554.5,32554.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,1.5,1.5,1.5,0.75,0.75,0.75,0.75,0.75,0.75
137177320.0,0.0,46.0,1935.0,26.0,152.0,1273.0,137177320.0,0.0,1933.0,26.0,39.0445,4.5,4.25,4.0,0.75,1.0,0.0,59.0,64247501.25,60865031.25,41862605.0,59837508.25,58964976.75,408.0,163.0,8.0,71.0,3.0,2.0,25.25,6238.0,54.5,27.0,18006.5,81.25,28.0,1.75,1.25,144625.0,1.0,3.0,0.0,1999.0,2002.0,47894.0,67.25,62.25,69.0,63.75,69.5,62.25,70.25,58.0,74.75,64.5,73.75,58.5,74.75,57.75,73.25,70.5,81.25,67.25,79.0,50.5,40864.5,39838.5,39829.0,39560.0,39560.0,39560.0,39560.0,39560.0,30.0,30.0,29.0,25.0,21.0,20.0,15.0,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
45833865.0,297.0,34.0,154.0,19.0,0.0,0.0,45833865.0,277.0,154.0,20.0,40.6761,44.75,1.5,1.75,1.75,2.0,0.0,75.0,71292500.0,72127500.0,46192506.25,59837508.25,73617583.0,906.0,13.0,0.0,0.0,3.0,4.0,30.75,6955.0,106.75,9.5,51145.75,93.75,10.5,2.5,1.0,309823.5,0.0,3.0,0.0,1999.0,2004.0,35614.0,71.5,69.5,74.75,64.0,76.75,66.5,78.5,71.0,77.0,69.25,75.75,71.0,76.75,70.5,78.5,69.75,80.0,73.75,78.0,76.75,15523.5,15523.5,15523.5,15523.5,14290.0,14290.0,14273.5,16527.5,30.0,30.0,29.0,25.0,21.0,20.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,2.75
